,uuid,age,gender,dem_has_children,age_group,country_code,rural,dem_education_level,dem_full_time_job,normalized_job_code,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst
92,51f5c5c0-de40-0133-1e9a-0a81e8b09a82,34,Female,yes,26_39,AT,urban,low,yes,3ddea1b52e520996e4ec9fb70dc8b86b,I know something about it,I would vote for it, gain additional skills,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state
93,18a82df0-d8ec-0133-a131-0a81e8b09a82,27,Male,no,26_39,AT,rural,high,yes,6408c0d7c7faa4ced47fbc8474698126,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state | It might encourage people to stop working | It is against the principle of linking merit and reward
94,eef7cc30-de4e-0133-1438-0a81e8b09a82,15,Male,no,14_25,AT,rural,low,yes,07b7555fa790debaf5b04d1409ad5f11,I know something about it,I would probably vote against it, gain additional skills,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit
95,296e4480-d8e9-0133-c3ad-0a81e8b09a82,14,Male,no,14_25,AT,city,no education,no,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
96,5984b3b0-d8e0-0133-b014-0a81e8b09a82,21,Male,no,14_25,AT,urban,medium,yes,36675c937946c8a4fc5de7d0b4c850de,I know something about it,I would vote for it, gain additional skills,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",None of the above
97,81f6b2a0-de56-0133-2850-0a81e8b09a82,24,Female,no,14_25,AT,urban,medium,yes,d71c4164c99a5f9bca773e755a72f40f,I have heard just a little about it,I would probably vote against it, work less,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state
98,19aab9f0-da4f-0133-ee5a-0a81e8b09a82,23,Female,no,14_25,AT,urban,medium,yes,a4d5b8b38f9513825d0d94a981ebe962,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance
99,7baa89f0-da4e-0133-4b77-0a81e8b09a82,14,Female,no,14_25,AT,country,low,no,,I have heard just a little about it,I would vote for it, gain additional skills,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
100,e1bf7cc0-dd32-0133-4401-0a81e8b09a82,30,Female,no,26_39,AT,rural,medium,no,,I know something about it,I would not vote,None of the above,None of the above,None of the above
101,faf3d380-db0f-0133-0e2e-0a81e8b09a82,47,Male,yes,40_65,AT,rural,medium,yes,5e93fd1a58c8a67b295f69d87d1a940d,I understand it fully,I would probably vote for it, work less,It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance | It is against the principle of linking merit and reward
102,4cef99b0-db53-0133-e7f4-0a81e8b09a82,46,Male,yes,40_65,AT,rural,low,yes,897ef18a9321616495831a4b4b0c1bb2,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | Only the people who need it most should get something from the state
103,1325ab20-da32-0133-b1b6-0a81e8b09a82,30,Female,yes,26_39,AT,urban,no education,no,,I know something about it,I would not vote, spend more time with my family,It encourages financial independence and self-responsibility,It is impossible to finance
104,c5471020-dad1-0133-487e-0a81e8b09a82,39,Male,yes,26_39,AT,country,low,yes,122f24bc911a79c26ca66210557dda07,I know something about it,I would vote against it,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state
105,18a1c2e0-d8ed-0133-39aa-0a81e8b09a82,24,Male,no,14_25,AT,urban,high,yes,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it, work as a freelancer,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity,It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state
106,ce058e90-daf1-0133-4389-0a81e8b09a82,52,Male,yes,40_65,AT,countryside,low,no,,I have heard just a little about it,I would probably vote against it,None of the above,It increases appreciation for household work and volunteering,It increases dependence on the state | It is impossible to finance | Only the people who need it most should get something from the state
107,2a8036a0-d963-0133-41de-0a81e8b09a82,21,Female,no,14_25,AT,rural,low,no,,I have heard just a little about it,I would probably vote for it, gain additional skills,None of the above,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
108,80def8a0-da1e-0133-f7df-0a81e8b09a82,35,Male,yes,26_39,AT,country,medium,no,,I have heard just a little about it,I would vote for it, gain additional skills,It creates more equality of opportunity | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | It might encourage people to stop working | It is impossible to finance
109,baa9e380-da6a-0133-0cb9-0a81e8b09a82,20,Female,no,14_25,AT,urban,low,yes,19e384e977796c25780d8c28b12089c4,I have heard just a little about it,I would probably vote against it, look for a different job,None of the above,It is impossible to finance
110,b189d930-dd84-0133-d6b4-0a81e8b09a82,28,Female,no,26_39,AT,non-rural,high,yes,76b0ba6af40991629e20dff36edd02a5,I have heard just a little about it,I would vote for it, spend more time with my family,"It increases solidarity, because it is funded by everyone",It is impossible to finance
111,3174f780-d9f2-0133-2fe7-0a81e8b09a82,29,Male,no,26_39,AT,urban,no education,yes,07b7555fa790debaf5b04d1409ad5f11,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,None of the above
112,93241690-da78-0133-8088-0a81e8b09a82,27,Male,no,26_39,AT,urban,high,yes,76385cb24e831b3364279b9de5641d8f,I understand it fully,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It might encourage people to stop working | Only the people who need it most should get something from the state
113,28b98f30-dc00-0133-fa39-0a81e8b09a82,27,Female,no,26_39,AT,rural,low,no,,I have never heard of it,I would probably vote for it, gain additional skills,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working
114,b8d60b60-d9f1-0133-2f47-0a81e8b09a82,47,Male,yes,40_65,AT,city,high,yes,775190277a849cba701b306a7b374c0a,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs",It might encourage people to stop working
